,CAID,Name,Pattern,count
77,443105,SOULCYCLE ONLINE,"['SOULCYCLE', 'ONLINE']",1
78,443105,HEALTHY PAWS PET INSURAN,"['HEALTHY', 'PAWS', 'PET', 'INSURAN']",1
79,443105,FLAMINGO HOTEL,"['FLAMINGO', 'HOTEL']",1
80,443105,NAPA TRACS,['NAPA'],2
81,443105,CCI CINEMA DM,"['CCI', 'CINEMA']",2
82,443105,EINSTEIN BAGELS 4010 OL,"['EINSTEIN', 'BROS']",7
83,443105,GVW PARTS DISTRIBUTION,"['GVW', 'PARTS', 'DISTRIBUTION']",1
84,443105,VAN DYKES RESTORERS,"['VAN', 'DYKES', 'RESTORERS']",1
85,443105,5LINX,['5LINX'],1
86,443105,THE MORNING CALL MG2,"['THE', 'MORNING', 'CALL', 'MG2']",1
87,443105,KELLY SERVICES,"['KELLY', 'SERVICES']",1
88,443105,KANE FURNITURE 03,"['KANE', 'FURNITURE', '03']",1
89,443105,HELLY HANSEN,"['HELLY', 'HANSEN']",1
90,443105,MEDIEVAL TIMES KISS RES,"['MEDIEVAL', 'TIMES', 'RES']",3
91,443105,STERLING MCCALL FORD INT,"['STERLING', 'MCCALL', 'FORD', 'INT']",1
92,443105,ERINCONDREN COM,"['ERINCONDREN', 'COM']",1
93,443105,LEXUS OF SOUTH ATLANTA,"['LEXUS', 'OF', 'SOUTH', 'ATLANTA']",1
94,443105,BALTIMORE SUN MEDIA GROU,"['BALTIMORE', 'SUN', 'MEDIA', 'GROU']",1
95,443105,SPERRYTOPSIDER COM,"['SPERRYTOPSIDER', 'COM']",1
96,443105,CHICAGO TRIBUNE SUBS,"['CHICAGO', 'TRIBUNE', 'SUBS']",1
97,443105,BEST WESTERN OLRS 45005,"['BEST', 'WESTERN', 'OLRS', '45005']",1
98,443105,HAY HOUSE,"['HAY', 'HOUSE']",1
99,471705,AIR EUROPA 9967600844448,"['AIR', 'EUROPA']",9
100,471705,METAL REMNANTS INC,"['METAL', 'REMNANTS', 'INC']",1
101,471705,ADVANTAGE RENT A CAR TOLL,"['ADVANTAGE', 'RENT', 'A', 'CAR', 'TOLL']",1
102,471705,WI DEPT OF TRANS DUPL DL,"['WI', 'DEPT', 'OF']",2
103,471705,OREGON ZOO REGISTRATIONS,"['OREGON', 'ZOO', 'REGISTRATIONS']",1
104,471705,AIR FRANCE 0577598736810,"['AIR', 'FRANCE']",5
105,471705,COUNTY OF SAN DIEGO AWM,"['COUNTY', 'OF', 'SAN', 'DIEGO']",2
106,471705,CHINA AIR 2977598159863,"['CHINA', 'AIR']",2
107,471705,CENTRAL IL NEWSPAPER GRP,"['CENTRAL', 'IL', 'NEWSPAPER', 'GRP']",1
108,471705,SIOUX CITY JOURNAL CIRCUL,"['SIOUX', 'CITY', 'JOURNAL', 'CIRCUL']",1
109,471705,WWW SIOUXCITYJOURNAL COM,"['WWW', 'SIOUXCITYJOURNAL', 'COM']",1
110,471705,PORTLAND PARKS ONLINE,"['PORTLAND', 'PARKS', 'ONLINE']",1
111,471705,CITY OF PORTLAND BCD PERM,"['CITY', 'OF', 'PORTLAND']",2
112,471705,AZUL E COMM 000GGUB6B,"['AZUL', 'E', 'COMM']",10
113,471705,DEPT OF PUBLIC SAFETY,"['DEPT', 'OF', 'PUBLIC', 'SAFETY']",1
114,471705,COLORADO STATE UNIVERSITY,"['COLORADO', 'STATE', 'UNIVERSITY']",1
115,471705,AUSTIN UTILITIES,"['AUSTIN', 'UTILITIES']",1
116,471705,CLARK PUB UTIL MY PAY,"['CLARK', 'PUB', 'UTIL', 'MY', 'PAY']",1
117,471705,FINAL SCORE,"['FINAL', 'SCORE']",1
118,471705,TAME AIRLIN 2697593056753,"['TAME', 'AIRLIN']",9
119,471705,AMERICAN MODERN INSURANCE,"['AMERICAN', 'MODERN', 'INSURANCE']",1
120,471705,QBE AMERICAS INC,"['QBE', 'AMERICAS', 'INC']",1
121,471705,NJIT,['NJIT'],1
122,471705,KCMO WATER SERVICES WEB,"['KCMO', 'WATER', 'SERVICES']",2
123,471705,FRONTIER AI A5JPTM,"['FRONTIER', 'AI']",10
124,471705,CABLE ONE INC 1,"['CABLE', 'ONE', 'INC', '1']",1
125,471705,HELENA INDEPENDENT RECORD,"['HELENA', 'INDEPENDENT', 'RECORD']",1
126,471705,DENVER BRONCOS COM,"['DENVER', 'BRONCOS', 'COM']",1
127,471705,OLEN PROP CP 999 EP,"['OLEN', 'PROP', 'CP', '999', 'EP']",1
128,471705,LAKELAND PHOTOTICKET,"['LAKELAND', 'PHOTOTICKET']",1
129,471705,OSCEOLA PHOTOTICKET,"['OSCEOLA', 'PHOTOTICKET']",1
130,471705,OCOEE PHOTOTICKET,"['OCOEE', 'PHOTOTICKET']",1
131,471705,TICKET KING MINNESOTA CAT,"['TICKET', 'KING', 'MINNESOTA']",2
132,471705,OMAHA ZOO FOUNDATION,"['OMAHA', 'ZOO', 'FOUNDATION']",1
133,471705,AIR NZ 0867632585617,"['AIR', 'NZ']",3
134,471705,CROATIA AIR 8317597685647,"['CROATIA', 'AIR']",7
135,471705,ODOT MCTD INTERNET SVCS,"['ODOT', 'MCTD', 'INTERNET', 'SVCS']",1
136,471705,SELECTHEALTH,['SELECTHEALTH'],1
137,471705,CAMPUS BOOK RENTALS INC,"['CAMPUS', 'BOOK', 'RENTALS', 'INC']",1
138,471705,MCKESSON MEDICAL SUPPLY,['MCKESSON'],2
139,471705,MOORE MEDICAL LLC,"['MOORE', 'MEDICAL', 'LLC']",1
140,471705,AGENT FEE 8900637471917,"['AGENT', 'FEE']",9
141,471705,NEBRASKA FURNITURE MART O,"['NEBRASKA', 'FURNITURE', 'MART']",2
142,471705,MN ORCHESTRA WB,"['MN', 'ORCHESTRA', 'WB']",1
143,471705,BT MCELRATH CHOCOLATIER I,"['BT', 'MCELRATH', 'CHOCOLATIER', 'I']",1
144,471705,SLUMBERLAND MANKATO,['SLUMBERLAND'],3
145,471705,DULUTH NEWS TRIBUNE,"['DULUTH', 'NEWS', 'TRIBUNE']",1
146,471705,LACROSSE TRIBUNE CIRCULAT,"['LACROSSE', 'TRIBUNE']",3
147,471705,EASTBAY,['EASTBAY'],2
148,471705,OSU TEAM OREGON WEB,"['OSU', 'WEB']",4
149,471705,LAND N SEA DISTRIBUTING,"['LAND', 'N', 'SEA', 'DISTRIBUTING']",2
150,471705,MINNESOTA STATE PARKS,"['MINNESOTA', 'STATE', 'PARKS']",1
151,471705,AERO ARGENT 0447645468682,"['AERO', 'ARGENT']",9
152,471705,FINGERHUT FRESHSTART,['FINGERHUT'],4
153,471705,MENARDS MENARDS COM,"['MENARDS', 'MENARDS']",2
154,471705,REI COM,['REI'],2
155,471705,THE DAILY NEWS,"['THE', 'DAILY', 'NEWS']",1
156,471705,LAN AIRLINE 045XEC,"['LAN', 'AIRLINE']",4
157,471705,CHAMPS SPORTS,"['CHAMPS', 'SPORTS']",1
158,471705,CHINA EASTE 7811969766280,"['CHINA', 'EASTE']",7
159,471705,ROBINSON HELICOPTER,"['ROBINSON', 'HELICOPTER']",1
160,471705,SURINAM AIR 1927595649921,"['SURINAM', 'AIR']",4
161,471705,BILLINGSGAZETTETHRIFTYNCK,['BILLINGSGAZETTETHRIFTYNCK'],1
162,471705,THE LEDGER INDEPENDENT,"['THE', 'LEDGER', 'INDEPENDENT']",1
163,471705,RACINE JOURNAL TIMES,"['RACINE', 'JOURNAL', 'TIMES']",1
164,471705,THE STAR TRIBUNE ONLINE,"['THE', 'STAR', 'TRIBUNE']",2
165,471705,SKINSTORE COM,"['SKINSTORE', 'COM']",1
166,471705,MALAY AIR 2327632391530,"['MALAY', 'AIR', '2327632391530']",1
167,471705,ODOT DMV INTERNET SVCS,"['ODOT', 'DMV', 'INTERNET', 'SVCS']",1
168,471705,WWWPLATEPASSCOM,['WWWPLATEPASSCOM'],1
169,471705,DAVIDS BRIDAL ON LINE,"['DAVIDS', 'BRIDAL', 'ON', 'LINE']",1
170,471705,LOT AIRLINE 0807632681899,"['LOT', 'AIRLINE']",5
171,471705,LINCOLN JOURNAL STAR ADVE,"['LINCOLN', 'JOURNAL', 'STAR']",2
172,471705,BUTTE MONTANA STANDARD,"['BUTTE', 'MONTANA', 'STANDARD']",2
173,471705,SPORTSMANS WAREHOUSE 211,"['SPORTSMANS', 'WAREHOUSE', '211']",1
174,471705,IOWA JUDICIAL BRANCH 2,"['IOWA', 'JUDICIAL', 'BRANCH']",3
175,471705,PROVIDENCE HEALTH PLANS,"['PROVIDENCE', 'HEALTH', 'PLANS']",1
176,471705,MODA HEALTH PLAN ODS,"['MODA', 'HEALTH', 'PLAN', 'ODS']",1
177,471705,KIDS FOOTLOCKER,"['KIDS', 'FOOTLOCKER']",1
178,471705,FOOTLOCKER,['FOOTLOCKER'],1
179,471705,LADY FOOTLOCKER,"['LADY', 'FOOTLOCKER']",1
180,471705,MILLS FLEET FARM 4000,"['MILLS', 'FLEET', 'FARM', '4000']",1
181,471705,GLENS FALLS POST STAR,"['GLENS', 'FALLS', 'POST', 'STAR']",1
182,471705,FERRELLGAS L P,"['FERRELLGAS', 'L', 'P']",1
183,471705,IMOS PIZZA,"['IMOS', 'PIZZA']",1
184,471705,KU MEMORIAL UNIONS BOOK S,"['KU', 'MEMORIAL', 'UNIONS', 'BOOK', 'S']",1
185,471705,LLNL REGISTRATION FEES AL,"['LLNL', 'REGISTRATION', 'FEES']",2
186,471705,SIERRA TRADING POST COM,"['SIERRA', 'TRADING', 'POST', 'COM']",1
187,471705,THE SENTINEL,"['THE', 'SENTINEL']",1
188,471705,MNSCU,['MNSCU'],1
189,471705,THE STATE BAR OF CALIFORN,"['THE', 'STATE', 'BAR', 'OF', 'CALIFORN']",1
190,471705,RAZOODONATIONS ORG,"['RAZOODONATIONS', 'ORG']",1
191,471705,SILVERWOOD THEME PARK 3,"['SILVERWOOD', 'THEME', 'PARK', '3']",1
192,471705,ANA AIR 2057645516063,"['ANA', 'AIR']",10
193,471705,VON MAUR WEBSITE 59,"['VON', 'MAUR', 'WEBSITE', '59']",1
194,471705,THE SOUTHERN ILLINOISAN C,"['THE', 'SOUTHERN', 'ILLINOISAN', 'C']",1
195,471705,TED BAKER LTD,"['TED', 'BAKER', 'LTD']",1
196,471705,WWW CASPERSTARTRIBUNE COM,"['WWW', 'CASPERSTARTRIBUNE', 'COM']",1
197,471705,CASPER STAR TRIBUNE,"['CASPER', 'STAR', 'TRIBUNE']",1
198,471705,FOOTACTION,['FOOTACTION'],1
199,471705,CHIPPEWA VALLEY NEWSPAPER,"['CHIPPEWA', 'VALLEY', 'NEWSPAPER']",1
200,471705,PORTER ARC 4517632826214,"['PORTER', 'ARC']",4
201,471705,DS SERVICES,"['DS', 'SERVICES']",1
202,471705,MAYO CLINIC MN E BILL,"['MAYO', 'CLINIC']",2
203,471705,THE TIMES,"['THE', 'TIMES']",1
204,471705,GETTINGTON PAYMENTS ON 3R,"['GETTINGTON', 'PAYMENTS', 'ON', '3R']",1
205,471705,MISSOULIAN RAV REPUBLIC,"['MISSOULIAN', 'RAV', 'REPUBLIC']",1
206,471705,THE TIMES AND DEMOCRAT,"['THE', 'TIMES', 'AND', 'DEMOCRAT']",1
207,471705,CINTAS 22D,['CINTAS'],3
208,471705,E 470 EXPRESS TOLLS,"['E', '470', 'EXPRESS', 'TOLLS']",1
209,471705,SPIRIT AIRL 4870112841858,"['SPIRIT', 'AIRL']",10
210,471705,THE TIMES NEWS,"['THE', 'TIMES', 'NEWS']",1
211,471705,SAUDIA AIR 0657633030940,"['SAUDIA', 'AIR']",6
212,471705,WWW CORVALLISGAZETTETIMES,"['WWW', 'CORVALLISGAZETTETIMES']",1
213,471705,ACT REGISTRATION SERVICES,"['ACT', 'REGISTRATION', 'SERVICES']",1
214,471705,ASSURANT HEALTH,"['ASSURANT', 'HEALTH']",1
215,471705,ASIANA AIRL 9887630512694,"['ASIANA', 'AIRL']",9
216,471705,MADISON NEWSPAPERS,"['MADISON', 'NEWSPAPERS']",1
217,471705,EUROSTAR 8147599926475,['EUROSTAR'],4
218,471705,VIRGIN AMER 9847599878781,"['VIRGIN', 'AMER']",10
219,471705,ARIZONA DAILY SUN,"['ARIZONA', 'DAILY', 'SUN']",2
220,471705,MOA AWWU,"['MOA', 'AWWU']",1
221,471705,HAWAIIAN AI 1737600897366,"['HAWAIIAN', 'AI']",10
222,471705,ICELANDAIR 1087620177945,['ICELANDAIR'],3
223,471705,THAI AIRWAY 2171969806714,"['THAI', 'AIRWAY', '2171969806714']",1
224,471705,ASHLEYFURNITUREHOMESTORE ,"['ASHLEYFURNITUREHOMESTORE', '']",1
225,471705,WES BERRY FLOWER DLVRY EX,"['WES', 'BERRY', 'FLOWER', 'DLVRY', 'EX']",1
226,471705,AMERICAN AI 0017596844267,"['AMERICAN', 'AI']",10
227,471705,DUNNS SPORTING GOODS WEB,"['DUNNS', 'SPORTING', 'GOODS', 'WEB']",1
228,471705,AVIOR AIRLI 7422163937165,"['AVIOR', 'AIRLI']",5
229,471705,RIVR MPLSPARKING ONLINE,"['RIVR', 'MPLSPARKING', 'ONLINE']",1
230,471705,MILL MPLSPARKING ONLINE,"['MILL', 'MPLSPARKING', 'ONLINE']",1
231,471705,FEDC MPLSPARKING ONLINE,"['FEDC', 'MPLSPARKING', 'ONLINE']",1
232,471705,LEMI MPLSPARKING ONLINE,"['LEMI', 'MPLSPARKING', 'ONLINE']",1
233,471705,GOVT MPLSPARKING ONLINE,"['GOVT', 'MPLSPARKING', 'ONLINE']",1
234,471705,HAAF MPLSPARKING ONLINE,"['HAAF', 'MPLSPARKING', 'ONLINE']",1
235,471705,BIKEBANDIT COM,"['BIKEBANDIT', 'COM']",1
236,471705,INTERJET 0000032888332,['INTERJET'],10
237,471705,RESERVE DIRECT,"['RESERVE', 'DIRECT']",1
238,471705,U W OFFICE OF DEVELOPMEN,"['U', 'W', 'OFFICE', 'OF', 'DEVELOPMEN']",1
239,471705,UW HFS HUSKY CARD,['UW'],3
240,471705,CITY OF MADISON WEBSITE,"['CITY', 'OF', 'MADISON', 'WEBSITE']",1
241,471705,TLF RICHARDS FLOWER SHOP,['TLF'],10
242,471705,COLLEGE OF MT ST JOSEPH,"['COLLEGE', 'OF', 'MT', 'ST', 'JOSEPH']",1
243,471705,VISTAPR VistaPrint com,"['VISTAPR', 'VistaPrint', 'com']",1
244,471705,ARIK AIR 7257593113271,"['ARIK', 'AIR']",4
245,471705,GREAT LAKES 8460005755308,"['GREAT', 'LAKES']",10
246,471705,AU PAIR CARE,"['AU', 'PAIR', 'CARE']",1
247,471705,UNITY HEALTH PLANS INSURA,"['UNITY', 'HEALTH', 'PLANS', 'INSURA']",1
248,471705,DELTA AIR 0067646320220,"['DELTA', 'AIR', '0067646320220']",1
249,471705,EL AL AIR 1147647370045,"['EL', 'AL', 'AIR']",2
250,471705,COLDSPRING,['COLDSPRING'],1
251,471705,ELKO DAILY FREE PRESS,"['ELKO', 'DAILY', 'FREE', 'PRESS']",1
252,471705,WWW ELKODAILY COM,"['WWW', 'ELKODAILY', 'COM']",1
253,471705,WATERLOO CEDAR FALLS COUR,"['WATERLOO', 'CEDAR', 'FALLS', 'COUR']",1
254,471705,WCF COURIER,"['WCF', 'COURIER']",1
255,471705,MEDTRONIC DIABETES,"['MEDTRONIC', 'DIABETES']",1
256,471705,ACCESS INSUR CALIFORNIA,"['ACCESS', 'INSUR']",6
257,471705,TXTAG 888 468 9824,"['TXTAG', '888', '468', '9824']",1
258,471705,CABELA S COM INC,"['CABELA', 'S', 'COM', 'INC']",1
259,471705,QUAD CITY TIMES AUCTION,"['QUAD', 'CITY', 'TIMES', 'AUCTION']",1
260,471705,THE CITIZEN,"['THE', 'CITIZEN']",1
261,471705,NATIONAL WESTERN STOCKSHO,"['NATIONAL', 'WESTERN', 'STOCKSHO']",1
262,471705,UW HOSPITAL,"['UW', 'HOSPITAL']",1
263,471705,OSU CONFERENCE SERVCS WEB,"['OSU', 'CONFERENCE', 'SERVCS', 'WEB']",1
264,471705,MILWAUKEE BREWERS MERCH,"['MILWAUKEE', 'BREWERS']",2
265,471705,DMV WEB DL RENEWAL,"['DMV', 'WEB']",2
266,471705,CNA INSURANCE COMPANIES,"['CNA', 'INSURANCE', 'COMPANIES']",1
267,471705,KOREAN AIR 1802314493154,"['KOREAN', 'AIR']",7
268,471705,WISCONSIN REALTORS ASSN,"['WISCONSIN', 'REALTORS', 'ASSN']",1
269,471705,BEATRICE DAILY SUN,"['BEATRICE', 'DAILY', 'SUN']",1
270,471705,TWINS BALLPARK LLC,"['TWINS', 'BALLPARK', 'LLC']",1
271,471705,LVAC WEB PAYMENT,"['LVAC', 'WEB', 'PAYMENT']",1
272,471705,FLOWERAMA 220,['FLOWERAMA'],5
273,471705,HUMANA COMPBENEFITS,"['HUMANA', 'COMPBENEFITS']",1
274,471705,NAPA VALLEY PUBLISHING CO,"['NAPA', 'VALLEY', 'PUBLISHING']",2
275,471705,CHILDREN INTERNATIONAL,"['CHILDREN', 'INTERNATIONAL']",1
276,471705,FREMONT TRIBUNE,"['FREMONT', 'TRIBUNE']",1
277,471705,RAPID CITY JOURNAL,"['RAPID', 'CITY', 'JOURNAL']",1
278,471705,WEBSTORE 11,"['WEBSTORE', '11']",1
279,471705,BLUE NILE LLC,"['BLUE', 'NILE', 'LLC']",1
280,471705,MIDWAYUSA COM,"['MIDWAYUSA', 'COM']",1
281,471705,MASON CITY GLOBE GAZETTE,"['MASON', 'CITY', 'GLOBE', 'GAZETTE']",1
282,471705,AIR CHINA 9997631692133,"['AIR', 'CHINA']",8
283,471705,EVA AIR 6951325562486,"['EVA', 'AIR']",4
284,471705,DEPT OF HUMAN SERVICES,"['DEPT', 'OF', 'HUMAN', 'SERVICES']",1
285,471705,WYZANT INC,"['WYZANT', 'INC']",1
286,471705,AIRCELL,['AIRCELL'],1
287,479335,AIR EUROPA,"['AIR', 'EUROPA']",1
288,479335,LEBLON SPOT,"['LEBLON', 'SPOT']",1
289,479335,COZINET,['COZINET'],1
290,479335,MARISA PEDRONI,"['MARISA', 'PEDRONI']",1
291,479335,CREDIMOVEIS NOVOLAR,"['CREDIMOVEIS', 'NOVOLAR']",1
292,479335,GREENPEACE IL2VAAT,['GREENPEACE'],9
293,479335,ARCELOR MITTAL BRASIL,"['ARCELOR', 'MITTAL', 'BRASIL']",1
294,479335,DROGA RAPIDA MEDICAMENTOS,"['DROGA', 'RAPIDA', 'MEDICAMENTOS']",1
295,479335,VOLKSWAGEN AUTOMOVEIS,"['VOLKSWAGEN', 'AUTOMOVEIS']",1
296,479335,FARMABEM,['FARMABEM'],1
297,479335,JEQUITI,['JEQUITI'],1
298,479335,CARMEN STEFFENS,"['CARMEN', 'STEFFENS']",1
299,479335,SHOPPING MATRIZ SHOPPMATR,"['SHOPPING', 'MATRIZ', 'SHOPPMATR']",1
300,479335,JOGATINA TSP GAZEUS,"['JOGATINA', 'TSP', 'GAZEUS']",1
301,479335,REGISTRO BR,"['REGISTRO', 'BR']",1
302,479335,LOJAS CAPIXABA 517404,"['LOJAS', 'CAPIXABA', '517404']",1
303,479335,GI MULTIMARCAS 9558569774,"['GI', 'MULTIMARCAS']",3
304,479335,ANDACCO,['ANDACCO'],1
305,479335,ANACAPRI OrderC1520685,"['ANACAPRI', 'OrderC1520685']",1
306,479335,UOL CURSOS,"['UOL', 'CURSOS']",2
307,479335,CITY SHOES 500802,"['CITY', 'SHOES']",10
308,479335,KALLAN COMERCIO VIRTUAL E,"['KALLAN', 'COMERCIO', 'VIRTUAL', 'E']",1
309,479335,ELETROCITY,['ELETROCITY'],1
310,479335,SUXXAR 500235,['SUXXAR'],2
311,479335,LIVRARIA DA TRAVESSA,"['LIVRARIA', 'DA', 'TRAVESSA']",1
312,479335,SUMUP 740947305746M,['SUMUP'],10
313,479335,UNITED A IRLINES WEB,"['UNITED', 'WEB']",3
314,479335,DI SANTINNI,"['DI', 'SANTINNI']",1
315,479335,KATUXA CALCADOS,"['KATUXA', 'CALCADOS']",1
316,479335,DROGARIA CAMARGOS,['DROGARIA'],2
317,479335,DROGARIAS PARANA,"['DROGARIAS', 'PARANA']",1
318,479335,ELETROSOMCOM,['ELETROSOMCOM'],1
319,479335,SUPERMERCADO ARCO IRIS,"['SUPERMERCADO', 'ARCO', 'IRIS']",1
320,479335,DISAL,['DISAL'],1
321,479335,SLEEP HOUSE,"['SLEEP', 'HOUSE']",1
322,479335,NIVALMIX,['NIVALMIX'],1
323,479335,GALO,['GALO'],2
324,479335,FERREIRA COSTA,"['FERREIRA', 'COSTA']",1
325,479335,EMPORIO SANTA MARIA,"['EMPORIO', 'SANTA', 'MARIA']",1
326,479335,SUPERMERCADO VERAN,"['SUPERMERCADO', 'VERAN']",1
327,479335,BOBS,['BOBS'],1
328,479335,ZELONET,['ZELONET'],1
329,479335,FIAT COMAUTO,"['FIAT', 'COMAUTO']",1
330,479335,MOVEIS SIMONETTI,"['MOVEIS', 'SIMONETTI']",1
331,479335,COLCHOES DECOR,"['COLCHOES', 'DECOR']",1
332,479335,RABELO MAQUINAS DE COSTUR,['RABELO'],2
333,479335,TERRA INTERNET,"['TERRA', 'INTERNET']",1
334,479335,CATHO ONLINE,['CATHO'],2
335,479335,MOVEIS ESPLANADA,"['MOVEIS', 'ESPLANADA']",1
336,479335,RECARGA COM C4H9GUBN Oi,"['RECARGA', 'COM']",10
337,479335,ANIMALE 1420248859032,['ANIMALE'],10
338,479335,VAREJAO DA QUALIDADE,"['VAREJAO', 'DA', 'QUALIDADE']",1
339,479335,LIVRARIA ELDORADO,"['LIVRARIA', 'ELDORADO']",1
340,479335,OFNER,['OFNER'],1
